Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish,SaleType,SaleCondition
1238,60,41.0,12393,7,5,2004,2005,0.0,0,847,847,847,1101,1948,0,2,1,4,8,1,2004.0,2,434,100,48,0,9,2006,RL,IR2,Lvl,FR2,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
1239,20,63.0,13072,6,5,2005,2005,0.0,0,1141,1141,1141,0,1141,0,1,1,3,6,0,2005.0,2,484,0,0,0,3,2006,RL,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,TA,,Detchd,Unf,WD,Abnorml
1240,20,64.0,9037,8,5,2006,2006,32.0,428,1048,1476,1484,0,1484,0,2,0,2,6,1,2006.0,2,472,120,33,0,12,2007,RL,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Ex,Gd,Attchd,RFn,WD,Normal
1241,60,65.0,8158,7,5,2003,2003,252.0,550,334,884,884,884,1768,1,2,1,3,8,0,2003.0,2,543,0,63,0,7,2008,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
1242,20,83.0,9849,7,6,2007,2007,0.0,0,1689,1689,1689,0,1689,0,2,0,3,7,0,2007.0,3,954,0,56,0,6,2007,RL,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,,Attchd,RFn,New,Partial
1243,85,85.0,10625,7,6,1974,1974,81.0,885,0,1053,1173,0,1173,1,2,0,3,6,2,1974.0,2,528,0,120,0,1,2010,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,LwQ,TA,Gd,TA,Attchd,RFn,WD,Family
1244,20,107.0,13891,10,5,2006,2006,,1386,690,2076,2076,0,2076,1,2,1,2,7,1,2006.0,3,850,216,229,0,9,2006,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,,Ex,TA,PConc,Ex,Gd,GLQ,Unf,Ex,Ex,Gd,Attchd,Fin,New,Partial
1245,70,,11435,8,7,1929,1950,0.0,0,792,792,792,725,1517,0,1,0,3,7,2,1931.0,2,400,0,0,0,6,2006,RL,IR1,HLS,Corner,Crawfor,Norm,1Fam,2Story,Gable,BrkFace,Stucco,None,TA,TA,PConc,Gd,No,Unf,Unf,Fa,Gd,Gd,Detchd,Unf,WD,Normal
1246,80,78.0,12090,6,7,1984,2003,74.0,0,585,585,1140,728,1868,0,3,1,3,7,1,1984.0,2,477,268,112,0,1,2007,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,Hip,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,No,Unf,Unf,Ex,TA,TA,BuiltIn,Fin,WD,Abnorml
1247,60,65.0,8125,7,5,2005,2006,0.0,0,756,756,756,797,1553,0,2,1,3,6,0,2005.0,2,615,0,45,0,3,2006,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,New,Partial
1248,80,,12328,6,5,1976,1976,335.0,539,473,1012,1034,0,1034,1,1,0,3,6,0,1976.0,3,888,0,0,0,5,2010,RL,IR1,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Av,GLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
1249,75,60.0,9600,6,5,1917,1950,0.0,319,416,735,1134,924,2058,0,1,1,3,8,1,1950.0,2,396,0,0,259,4,2008,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,Gd,No,Rec,Unf,Fa,TA,Gd,Detchd,Unf,WD,Normal
1250,20,60.0,7200,5,7,1950,1950,0.0,534,246,876,988,0,988,0,1,0,3,6,0,1950.0,1,276,0,80,0,5,2007,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,Rec,TA,TA,,Attchd,Unf,WD,Normal
1251,20,93.0,11160,7,5,1968,1968,0.0,1065,1045,2110,2110,0,2110,1,2,1,3,8,2,1968.0,2,522,0,0,0,4,2010,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,BrkFace,BrkFace,None,Gd,TA,CBlock,TA,No,ALQ,Unf,Ex,Ex,TA,Attchd,Fin,WD,Normal
1252,120,,3136,7,5,2003,2003,163.0,0,1405,1405,1405,0,1405,0,2,0,2,6,1,2003.0,2,478,148,36,0,3,2006,RL,IR1,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
1253,20,62.0,9858,5,6,1968,1968,0.0,510,354,864,874,0,874,1,1,0,3,5,0,1968.0,1,288,33,0,0,11,2009,RL,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Attchd,RFn,WD,Normal
1254,60,,17542,7,7,1974,2003,0.0,125,36,1192,1516,651,2167,1,2,1,3,9,2,1974.0,2,518,220,47,0,7,2007,RL,IR1,Lvl,Inside,Veenker,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,Gd,LwQ,ALQ,TA,Gd,Gd,Attchd,RFn,WD,Normal
1255,60,60.0,6931,7,5,2003,2004,92.0,0,746,746,760,896,1656,0,2,1,3,7,1,2003.0,2,397,178,128,0,7,2008,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
1256,50,52.0,6240,6,6,1931,1950,0.0,425,459,884,959,408,1367,0,1,0,3,6,1,1978.0,1,560,0,0,0,11,2007,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,LwQ,Unf,TA,TA,Gd,Detchd,Unf,WD,Normal
1257,20,91.0,14303,8,5,1994,1994,554.0,1314,672,1986,1987,0,1987,1,2,0,2,7,1,1994.0,2,691,262,36,0,8,2008,RL,IR1,Lvl,Corner,NoRidge,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
1258,30,56.0,4060,5,8,1922,1950,0.0,0,864,864,864,0,864,0,1,0,2,4,0,,0,0,0,96,0,7,2009,RL,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Fa,No,Unf,Unf,Ex,TA,,,,WD,Normal
1259,80,59.0,9587,7,5,2005,2005,182.0,655,201,856,1166,0,1166,1,2,0,2,5,0,2005.0,2,400,212,0,0,7,2008,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,,Attchd,Fin,WD,Normal
1260,20,65.0,9750,6,8,1969,1969,0.0,602,14,1054,1054,0,1054,1,1,1,3,6,0,1969.0,2,460,180,0,0,7,2008,RL,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,No,ALQ,LwQ,Gd,TA,,Attchd,Unf,WD,Normal
1261,60,,24682,6,5,1999,1999,0.0,0,841,841,892,783,1675,0,2,1,3,7,1,1999.0,2,502,0,103,0,6,2009,RL,IR3,Lvl,CulDSac,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Ex,TA,TA,BuiltIn,Fin,WD,Normal
1262,20,80.0,9600,5,6,1956,1956,0.0,504,546,1050,1050,0,1050,0,1,0,2,5,0,1956.0,1,338,0,0,0,6,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Attchd,Unf,WD,Normal
1263,50,,11250,4,5,1957,1989,0.0,0,1104,1104,1104,684,1788,1,1,0,5,8,2,1957.0,1,304,120,0,0,11,2009,RL,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Av,Unf,Unf,Ex,TA,TA,Attchd,Unf,WD,Normal
1264,70,60.0,13515,6,6,1919,1950,0.0,0,764,764,1060,764,1824,0,1,0,3,8,1,1940.0,2,520,0,0,126,7,2007,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,No,Unf,Unf,Ex,TA,Gd,Detchd,Unf,WD,Normal
1265,120,34.0,4060,6,5,1998,1999,0.0,266,1139,1405,1337,0,1337,1,2,0,2,5,0,1998.0,2,511,144,68,0,8,2008,RH,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,Fin,COD,Abnorml
1266,160,35.0,3735,7,5,1999,1999,218.0,450,241,691,713,739,1452,1,2,1,3,6,0,1999.0,2,506,0,34,0,3,2006,FV,Reg,Lvl,FR3,Somerst,Norm,TwnhsE,2Story,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Detchd,Unf,WD,Normal
1267,190,60.0,10120,7,4,1910,1950,0.0,0,925,925,964,925,1889,0,1,1,4,9,1,1960.0,1,308,0,0,264,1,2007,RM,IR1,Bnk,Inside,OldTown,Feedr,2fmCon,2.5Unf,Hip,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,No,Unf,Unf,TA,TA,Gd,Detchd,Unf,WD,Normal
1268,20,89.0,13214,9,5,2008,2009,0.0,0,2002,2002,2018,0,2018,0,2,0,3,10,1,2009.0,3,746,144,76,0,5,2010,RL,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,Hip,Stucco,CmentBd,None,Ex,TA,PConc,Ex,Gd,Unf,Unf,Ex,Ex,Gd,Attchd,Fin,WD,Normal
1269,50,,14100,8,9,1935,1997,632.0,192,536,728,1968,1479,3447,0,3,1,4,11,2,1982.0,3,1014,314,12,0,5,2008,RL,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkFace,TA,Gd,CBlock,TA,Mn,Rec,Unf,Ex,Gd,Gd,BuiltIn,Unf,WD,Normal
1270,50,78.0,11344,5,5,1958,1958,180.0,460,414,874,874,650,1524,0,1,1,3,7,0,1958.0,1,315,0,0,0,7,2007,RL,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
1271,40,,23595,7,6,1979,1979,0.0,1258,74,1332,1332,192,1524,2,0,1,0,4,1,1979.0,2,586,268,0,0,4,2010,RL,Reg,Low,Inside,ClearCr,Norm,1Fam,1Story,Shed,Plywood,Plywood,None,Gd,TA,PConc,Gd,Gd,GLQ,Unf,TA,Gd,TA,Attchd,Fin,WD,Normal
1272,20,,9156,6,7,1968,1968,0.0,0,1489,1489,1489,0,1489,0,2,0,3,7,1,1968.0,2,462,0,0,0,8,2009,RL,IR1,Lvl,Inside,NWAmes,PosN,1Fam,1Story,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,Unf,Unf,Gd,Gd,Gd,Attchd,RFn,WD,Normal
1273,20,,13526,5,6,1965,1965,114.0,560,0,935,935,0,935,1,1,0,3,5,0,1965.0,1,288,180,0,0,11,2006,RL,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,No,BLQ,LwQ,TA,TA,,Attchd,Unf,WD,Normal
1274,80,124.0,11512,6,7,1959,2006,84.0,719,300,1019,1357,0,1357,1,1,0,2,5,1,1959.0,1,312,0,0,0,5,2008,RL,IR1,Lvl,Corner,Edwards,Norm,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,Av,ALQ,Unf,Gd,Ex,Gd,Basment,RFn,WD,Normal
1275,50,53.0,5362,5,6,1910,2003,0.0,0,661,661,661,589,1250,0,2,0,3,8,1,1985.0,2,552,242,0,81,11,2007,RL,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,No,Unf,Unf,Ex,TA,Gd,Detchd,Unf,WD,Normal
1276,90,95.0,11345,5,5,1948,1950,567.0,220,708,928,928,992,1920,0,2,0,4,10,0,1948.0,2,400,0,0,0,7,2007,RL,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,Gable,AsbShng,AsbShng,Stone,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Detchd,Unf,WD,Normal
1277,60,,12936,6,6,1972,1972,0.0,593,130,723,735,660,1395,0,1,1,3,6,1,1972.0,2,497,294,116,0,12,2009,RL,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,TA,Attchd,Unf,WD,Normal
1278,80,,17871,6,5,1967,1976,359.0,528,1152,1680,1724,0,1724,1,1,1,3,7,1,1967.0,2,480,0,0,0,6,2009,RL,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Av,ALQ,Unf,Fa,TA,Gd,Attchd,RFn,WD,Normal
1279,60,75.0,9473,8,5,2002,2002,,804,324,1128,1128,903,2031,1,2,1,3,7,1,2002.0,2,577,0,211,0,3,2008,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
1280,50,60.0,7500,4,4,1920,1950,0.0,0,698,698,698,430,1128,0,1,0,2,6,0,1980.0,2,528,30,0,164,4,2010,C (all),Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Unf,Unf,TA,TA,,Detchd,RFn,COD,Abnorml
1281,20,67.0,9808,7,5,2002,2002,110.0,788,785,1573,1573,0,1573,1,2,0,3,6,0,2002.0,2,544,0,72,0,3,2009,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
1282,20,50.0,8049,7,5,1990,1990,54.0,1053,256,1309,1339,0,1339,1,2,0,2,6,1,1990.0,2,484,0,58,0,7,2006,RL,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,ALQ,Unf,TA,TA,TA,Attchd,Fin,WD,Normal
1283,20,61.0,8800,5,7,1977,2008,0.0,532,364,1040,1040,0,1040,0,2,0,3,5,0,1977.0,2,484,0,0,0,9,2009,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Mn,LwQ,Rec,TA,Gd,,Detchd,Unf,WD,Normal
1284,90,94.0,9400,6,5,1971,1971,0.0,0,912,912,912,912,1824,0,2,2,4,8,0,,0,0,128,0,0,4,2010,RL,Reg,Low,Corner,Mitchel,Norm,Duplex,2Story,Mansard,MetalSd,Wd Shng,None,TA,TA,CBlock,TA,Av,Unf,Unf,TA,TA,,,,WD,Normal
1285,50,50.0,9638,6,7,1919,1990,0.0,0,804,804,1699,748,2447,0,2,0,4,10,1,1969.0,1,336,272,0,42,3,2010,RL,Reg,Lvl,Inside,SWISU,Feedr,1Fam,1.5Fin,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,No,Unf,Unf,Ex,Gd,Gd,Detchd,Unf,WD,Normal
1286,50,50.0,6000,6,6,1939,1950,0.0,0,780,780,825,587,1412,0,1,0,4,6,1,1939.0,1,280,45,0,0,5,2009,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,No,Unf,Unf,Ex,TA,Gd,Detchd,Unf,WD,Normal
1287,20,,9790,6,5,1963,1963,451.0,569,678,1328,1328,0,1328,1,1,1,3,6,2,1963.0,2,528,0,26,0,6,2010,RL,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,Rec,TA,TA,Gd,Attchd,Unf,WD,Normal
1288,20,,36500,5,5,1964,1964,621.0,812,812,1624,1582,0,1582,0,2,0,4,7,0,1964.0,2,390,168,198,0,6,2006,RL,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkCmn,TA,Gd,CBlock,TA,Av,Rec,Unf,Fa,TA,,Attchd,Unf,WD,Normal
1289,120,40.0,5664,8,5,2000,2000,0.0,1158,343,1501,1659,0,1659,1,2,0,2,5,1,2000.0,2,499,212,59,0,10,2009,RL,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Ex,Ex,Attchd,Fin,WD,Normal
1290,60,86.0,11065,8,5,2006,2006,788.0,0,1085,1085,1120,850,1970,0,2,1,3,8,1,2006.0,3,753,177,74,0,10,2006,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Mn,Unf,Unf,Ex,Ex,Gd,BuiltIn,Fin,New,Partial
1291,80,,14112,5,7,1964,1964,86.0,1014,138,1152,1152,0,1152,1,1,0,3,6,1,1964.0,2,484,227,0,0,4,2010,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,Hip,Wd Sdng,HdBoard,BrkFace,TA,TA,PConc,TA,Av,GLQ,Unf,TA,TA,Gd,Attchd,RFn,WD,Normal
1292,160,21.0,1680,5,7,1972,1972,268.0,231,399,630,630,672,1302,0,2,1,3,6,0,1972.0,1,264,185,0,0,2,2009,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,Gable,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,No,ALQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
1293,70,60.0,6600,5,4,1892,1965,0.0,0,994,994,1378,994,2372,0,2,0,4,11,0,1985.0,1,432,0,287,0,12,2009,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Stone,TA,No,Unf,Unf,TA,TA,,Attchd,RFn,WD,Normal
1294,60,78.0,10140,7,5,1976,1976,0.0,194,638,832,832,832,1664,0,2,1,4,8,1,1976.0,2,528,0,28,0,3,2006,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,No,GLQ,Unf,TA,TA,TA,Attchd,RFn,WD,Normal
1295,20,60.0,8172,5,7,1955,1990,0.0,167,697,864,864,0,864,1,1,0,2,5,0,1957.0,2,572,0,0,0,4,2006,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,Hip,WdShing,Plywood,None,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Detchd,Unf,WD,Normal
1296,20,70.0,8400,5,5,1968,1968,168.0,1016,36,1052,1052,0,1052,1,1,1,3,5,0,1968.0,1,288,356,0,0,11,2006,RL,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Av,BLQ,Unf,Gd,TA,,Attchd,RFn,WD,Normal
1297,20,80.0,8700,5,6,1963,1963,148.0,776,344,1120,1128,0,1128,1,2,0,3,6,0,1963.0,2,525,192,20,123,12,2008,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,Mn,ALQ,Unf,Gd,TA,,Attchd,RFn,WD,Normal
1298,180,35.0,3675,6,5,2005,2006,82.0,547,0,547,1072,0,1072,1,2,0,2,5,0,2005.0,2,525,0,44,0,6,2006,RM,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,SFoyer,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,Gd,GLQ,Unf,Gd,TA,,Basment,Fin,New,Partial
1299,60,313.0,63887,10,5,2008,2008,796.0,5644,466,6110,4692,950,5642,2,2,1,3,12,3,2008.0,2,1418,214,292,0,1,2008,RL,IR3,Bnk,Corner,Edwards,Feedr,1Fam,2Story,Hip,Stucco,Stucco,Stone,Ex,TA,PConc,Ex,Gd,GLQ,Unf,Ex,Ex,Gd,Attchd,Fin,New,Partial
1300,20,75.0,7500,5,7,1959,1994,0.0,340,0,1246,1246,0,1246,1,1,1,3,6,0,1959.0,1,305,218,0,0,5,2010,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,LwQ,Rec,Ex,Gd,,Attchd,RFn,WD,Normal
1301,60,,10762,7,5,1999,1999,344.0,694,284,978,1005,978,1983,0,2,1,3,9,1,1999.0,2,490,0,0,0,5,2009,RL,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
1302,70,,7500,6,7,1942,1950,0.0,547,224,771,753,741,1494,0,1,0,3,7,2,1942.0,1,213,0,0,0,11,2009,RL,IR1,Bnk,Inside,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,BLQ,Unf,Fa,Gd,Gd,Attchd,Unf,WD,Normal
1303,60,92.0,10120,8,5,1994,1994,391.0,740,425,1165,1203,1323,2526,1,2,1,4,8,1,1994.0,3,844,309,78,0,12,2006,RL,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
1304,20,73.0,8688,7,5,2005,2005,228.0,0,1616,1616,1616,0,1616,0,2,0,3,7,0,2005.0,3,834,208,59,0,4,2006,RL,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
1305,160,32.0,3363,7,5,2004,2004,117.0,0,976,976,976,732,1708,0,2,0,3,7,0,2004.0,2,380,0,40,0,4,2006,RM,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Detchd,Unf,WD,Normal
1306,20,108.0,13173,9,5,2006,2007,300.0,1572,80,1652,1652,0,1652,1,2,0,2,6,2,2006.0,2,840,404,102,0,11,2009,RL,IR1,Lvl,Corner,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,No,GLQ,Unf,Ex,Ex,Ex,Attchd,Fin,WD,Normal
1307,120,48.0,6955,7,5,2005,2006,94.0,0,1368,1368,1368,0,1368,0,2,0,2,6,1,2005.0,2,474,132,35,0,9,2006,RL,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
1308,20,60.0,8072,5,5,1994,1995,0.0,746,244,990,990,0,990,1,1,0,3,5,0,2000.0,2,480,0,64,0,5,2009,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,No,ALQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
1309,20,100.0,12000,5,7,1948,2005,0.0,144,172,924,1122,0,1122,1,1,0,2,6,0,1948.0,2,528,0,36,0,5,2008,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,GLQ,ALQ,Ex,Gd,,Attchd,Unf,WD,Normal
1310,20,,7153,6,5,1991,1991,88.0,1200,78,1278,1294,0,1294,1,2,0,3,6,0,1991.0,2,496,112,51,0,6,2008,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,GLQ,Unf,Gd,Gd,,Attchd,RFn,WD,Normal
1311,20,100.0,17500,7,8,1959,2002,0.0,1406,496,1902,1902,0,1902,1,2,0,3,7,2,1959.0,2,567,0,207,162,5,2010,RL,Reg,Lvl,Inside,Crawfor,PosA,1Fam,1Story,Gable,BrkFace,HdBoard,None,Gd,Gd,PConc,Gd,Av,GLQ,Unf,TA,Ex,TA,Attchd,Fin,WD,Normal
1312,20,68.0,8814,7,5,2005,2007,80.0,925,349,1274,1274,0,1274,1,2,0,3,6,0,2005.0,2,508,264,98,0,1,2007,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,New,Partial
1313,60,,9572,8,5,1990,1990,336.0,482,971,1453,1453,1357,2810,0,2,1,4,9,1,1990.0,2,750,500,0,0,6,2007,RL,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,No,GLQ,Unf,Ex,Gd,Ex,Attchd,RFn,WD,Normal
